Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
Audi,Q7,2015.0,Jeep,5.0,Jet Black,1104.0,Gas,6,r,3,264014,0,18655
Mercedesbenz,Unknown,2012.0,Sedan,2.0,Jet Black,1399.0,Gas,6,others,3.5,229904,12,18655
Unknown,Prius,2012.0,Hatchback,2.0,Metallic,308.0,Hybrid,14,automatic,1.8,169600,16,19757
Nissan,Juke,2012.0,Jeep,0.0,Pearl White,530.0,Gas,4,gear,0,166013,0,18655
Ssangyong,My Model Which Is Actyon Is  Best,2017.0,Jeep,6.0,Emerald Green,831.0,Diesel,4,automatic,1.6,67000,4,44134
Ssangyong,Actyon,2016.0,Jeep,3.0,Unknown,730.0,Gas,4,unknown,1.6,77000,4,41281
Bmw,Unknown,2012.0,Jeep,5.0,Charcoal,0.0,Gas,6,unknown,0,23000,0,21953
Mazda,My Model Which Is Demio 12 Is  Best,2004.0,Sedan,2.0,Unknown,0.0,Unknown,4,automatic,1.3,134499,4,6586
Toyota,Prius,2008.0,Hatchback,6.0,Pearl White,0.0,Other,4,unknown,1.5,120000,4,14113
Mercedesbenz,My Model Which Is S 350 Longia Is  Best,2012.0,Sedan,0.0,Metallic,0.0,Gas,6,unknown,3.5,555,12,18655
Hyundai,Sonata,2016.0,Sedan,3.0,Metallic,9109.0,Other,4,others,2,258906,16,11290
Ford,Tourneo Connect,2012.0,Goods,7.0,Pearl White,0.0,Diesel,4,others,1.8,160000,2,8781
Hyundai,Elantra,2017.0,Sedan,4.0,Charcoal,831.0,Gas,4,gear,0,16687,16,21639
Mitsubishi,Mirage,2012.0,Hatchback,3.0,Gold,875.0,Gas,3,gear,0,111111,4,7213
Chevrolet,Unknown,2017.0,Jeep,2.0,Metallic,831.0,Diesel,4,gear,1.6,71400,4,36166
Hyundai,Santa Fe,2018.0,Sedan,3.0,Jet Black,1277.0,Gas,14,automatic,2.4,46853,12,18655
Nissan,Versa,2012.0,Sedan,2.0,Jet Black,730.0,Gas,14,automatic,0,71069,6,10506
Hyundai,Elantra,2016.0,Sedan,0.0,Pearl White,730.0,Diesel,4,automatic,1.6,150000,16,22549
Ford,My Model Which Is Escape Is  Best,2008.0,Sedan,1.0,Unknown,289.0,Hybrid,4,automatic,0.4,209843,0,18655
Ford,Fusion,1914.0,Sedan,1.0,Charcoal,0.0,Hybrid,5,automatic,2,204800,6,18817
Toyota,My Model Which Is Highlander Is  Best,2008.0,Sedan,8.0,Unknown,1750.0,Hybrid,6,automatic,3.3,287274,12,18655
Lexus,Gx 460,2010.0,Jeep,4.0,Jet Black,1811.0,Gas,8,others,4.6,260771,16,46728
Mercedesbenz,C 230,2012.0,Sedan,4.0,Jet Black,0.0,Gas,6,automatic,2.5,233000,6,15053
Mercedesbenz,Sprinter,2008.0,Microbus,0.0,Crimson,0.0,Unknown,6,gear,3.0 Turbo,1000,7,40769
Chevrolet,Volt,3014.0,Jeep,3.0,Unknown,259.0,Hybrid,4,automatic,1.4,133195,0,18655
Mercedesbenz,My Model Which Is E 350 Is  Best,2014.0,Sedan,2.0,Jet Black,1053.0,Diesel,6,others,0,219030,7,29793
Opel,Corsa,2000.0,Hatchback,1.0,Unknown,0.0,Gas,4,manual,1.2,0,2,18655
Bmw,X5,1911.0,Jeep,2.0,Pearl White,0.0,Gas,6,others,3,196330,7,18655
Hyundai,H1,2012.0,Universal,2.0,Metallic,781.0,Diesel,4,others,2.5,166144,4,21395
Mazda,1000,3019.0,Sedan,2.0,Unknown,11325.0,Gas,4,unknown,2.5,498,12,9408
Hyundai,Sonata,2014.0,Sedan,2.0,Jet Black,749.0,Gas,4,unknown,2.4,148800,6,18503
Hyundai,My Model Which Is Elantra Is  Best,2012.0,Sedan,3.0,Metallic,629.0,Gas,4,gear,1.6,107899,7,26180
Kia,Optima,2012.0,Sedan,5.0,Pearl White,481.0,Hybrid,4,automatic,0,26000,16,37633
Unknown,My Model Which Is Rav 4 Is  Best,2014.0,Jeep,1.0,Charcoal,0.0,Gas,4,unknown,0,116442,0,28225
Ford,Fusion,2012.0,Sedan,2.0,Metallic,333.0,Hybrid,14,unknown,0,137328,0,18655
Honda,Unknown,2012.0,Hatchback,3.0,Pearl White,1266.0,Unknown,4,automatic,1.5,100000,7,13172
Unknown,My Model Which Is Chr Is  Best,2012.0,Unknown,3.0,Pearl White,8923.0,Gas,4,automatic,2,19968,12,6586
Unknown,Genesis,1909.0,Coupe,0.0,Charcoal,10966.0,Gas,4,automatic,2,152783,4,14294
Fiat,500 Sport,2012.0,Hatchback,2.0,Crimson,475.0,Gas,14,automatic,1.4,92800,16,11917
Volkswagen,Golf,2011.0,Hatchback,2.0,Unknown,0.0,Gas,5,gear,0,105000,6,16308
Honda,Fit,3005.0,Hatchback,1.0,Unknown,0.0,Gas,4,gear,1.3,150000,2,18655
Hyundai,Santa Fe,2015.0,Jeep,5.0,Pearl White,765.0,Diesel,4,automatic,2,139235,4,38894
Bmw,X6,2012.0,Jeep,2.0,Unknown,915.0,Gas,4,automatic,3,224938,12,6899
Honda,Insight,1910.0,Hatchback,5.0,Metallic,0.0,Hybrid,4,automatic,1.3,112000,4,13799
Bmw,335,2006.0,Coupe,2.0,Ruby Red,2177.0,Unknown,6,automatic,3,46656,10,15681
Ford,Fusion,2012.0,Sedan,5.0,Jet Black,0.0,Hybrid,4,automatic,2,186048,0,18655
Audi,Q5 Sline,2012.0,Jeep,3.0,Jet Black,917.0,Gas,6,unknown,3.0 Turbo,139259,12,42337
Hyundai,Santa Fe,2012.0,Jeep,2.0,Pearl White,707.0,Diesel,4,automatic,2,177194,4,24327
Unknown,Sonata,2014.0,Sedan,3.0,Metallic,639.0,Other,4,automatic,2,63600,4,10192
Peugeot,3008,2013.0,Hatchback,3.0,Jet Black,0.0,Unknown,4,automatic,2,130000,10,37633
Kia,Optima,2012.0,Sedan,4.0,Metallic,0.0,Gas,6,gear,2.4,120000,8,16308
Hyundai,Santa Fe,2012.0,Jeep,2.0,Sapphire Blue,891.0,Diesel,4,others,2,113588,4,42052
Hyundai,My Model Which Is Tucson Is  Best,2012.0,Jeep,1.0,Pearl White,642.0,Diesel,4,others,2,72018,4,23602
Hyundai,Tucson,2012.0,Jeep,2.0,Unknown,1017.0,Diesel,4,others,2,91478,4,45210
Hyundai,Santa Fe,2010.0,Jeep,3.0,Unknown,836.0,Unknown,4,gear,2,77251,4,13799
Hyundai,Sonata,2015.0,Sedan,2.0,Metallic,765.0,Other,14,automatic,2,51274,4,15367
Mercedesbenz,C 180,2012.0,Goods,4.0,Metallic,0.0,Gas,6,manual,1.8,0,8,8781
Honda,Fit,2013.0,Hatchback,1.0,Tangerine,502.0,Gas,14,automatic,1.5,55948,4,26858
Hyundai,Sonata,2010.0,Sedan,4.0,Metallic,836.0,Gas,14,automatic,2,71941,4,9408
Mercedesbenz,Unknown,2013.0,Sedan,4.0,Charcoal,1055.0,Diesel,6,others,3.5,107800,12,5802
Hyundai,Tucson,2012.0,Jeep,7.0,Unknown,642.0,Diesel,4,automatic,2,122603,4,23207
Subaru,My Model Which Is Xv Is  Best,1915.0,Jeep,3.0,Jet Black,765.0,Gas,4,unknown,2,113675,0,18655
Hyundai,Elantra,2017.0,Sedan,2.0,Unknown,1017.0,Gas,4,others,2,36400,12,28852
Unknown,Jetta Sport,2013.0,Sedan,0.0,Unknown,779.0,Gas,4,r,2.5,178000,10,12544
Bmw,X6,2012.0,Jeep,2.0,Pearl White,1308.0,Gas,4,automatic,4.4,0,12,18655
Mazda,Atenza,2012.0,Hatchback,3.0,Pearl White,0.0,Gas,4,others,2.3,150000,4,8154
Mercedesbenz,E 270,2012.0,Sedan,0.0,Unknown,0.0,Diesel,6,automatic,2.7 Turbo,5000,4,14113
Ssangyong,My Model Which Is Actyon Is  Best,2012.0,Jeep,2.0,Crimson,730.0,Diesel,4,r,1.6,56150,4,44134
Nissan,My Model Which Is Juke Is  Best,2013.0,Jeep,4.0,Jet Black,530.0,Gas,4,gear,1.6,108222,0,7527
Fiat,500L Long,2012.0,Coupe,2.0,Jet Black,9525.0,Gas,4,others,1.4,83545,12,10036
Hyundai,Elantra,2012.0,Sedan,5.0,Jet Black,586.0,Gas,4,automatic,1.8,240560,7,18655
Volkswagen,Jetta,2113.0,Sedan,0.0,Metallic,0.0,Diesel,4,others,2.0 Turbo,207768,6,17249
Ford,My Model Which Is Escape Is  Best,2012.0,Jeep,1.0,Emerald Green,0.0,Gas,4,r,0,192000,7,23521
Hyundai,Elantra,2012.0,Sedan,5.0,Pearl White,831.0,Diesel,4,unknown,1.6,98000,4,28909
Hyundai,Sonata,2013.0,Sedan,6.0,Metallic,751.0,Hybrid,4,automatic,2.4,126690,0,18655
Honda,Fit,2012.0,Hatchback,4.0,Crimson,0.0,Gas,4,automatic,1.3,161000,4,6272
Mercedesbenz,E 250,1995.0,Sedan,3.0,Pearl White,0.0,Diesel,2,others,2.5,410918,7,7840
Bmw,X5,2012.0,Jeep,2.0,Pearl White,9081.0,Diesel,4,unknown,3,274098,0,18655
Hyundai,Tucson,2011.0,Jeep,2.0,Metallic,707.0,Diesel,4,automatic,0,83662,4,28830
Toyota,Camry,2012.0,Sedan,1.0,Unknown,781.0,Hybrid,4,automatic,2.5,118882,12,13015
Mercedesbenz,Sprinter,2010.0,Microbus,1.0,Pearl White,0.0,Diesel,14,others,2.2 Turbo,232722,4,41710
Peugeot,Unknown,2014.0,Sedan,0.0,Unknown,0.0,Gas,4,unknown,1.6 Turbo,74000,4,21326
Mitsubishi,Airtrek,2003.0,Jeep,2.0,Jet Black,0.0,Gas,4,automatic,2,129000,4,8467
Mercedesbenz,E 350,2012.0,Sedan,3.0,Jet Black,1624.0,Diesel,6,automatic,3.5,266061,12,18655
Kia,Rio,2013.0,Sedan,4.0,Jet Black,10530.0,Unknown,4,automatic,1.6,137000,4,12544
Toyota,Prius,2013.0,Unknown,4.0,Unknown,0.0,Hybrid,4,gear,1.8,6500,16,17249
Bmw,X5,1915.0,Jeep,3.0,Unknown,1104.0,Diesel,6,unknown,0,196614,0,18655
Mercedesbenz,S 550,2012.0,Sedan,2.0,Unknown,0.0,Gas,8,automatic,5.5,148000,12,38260
Lexus,Rx 450,2012.0,Jeep,4.0,Charcoal,1399.0,Hybrid,6,automatic,3.5,315270,12,18655
Toyota,My Model Which Is Prius Is  Best,2012.0,Sedan,2.0,Charcoal,761.0,Hybrid,4,others,1.8,154000,10,11604
Hyundai,Sonata,2015.0,Sedan,4.0,Unknown,765.0,Other,4,automatic,2,30258,4,13799
Mercedesbenz,Unknown,2013.0,Coupe,0.0,Unknown,585.0,Gas,4,automatic,1.8,85121,12,26971
Mazda,My Model Which Is Cx7 Is  Best,2011.0,Jeep,5.0,Unknown,862.0,Gas,4,automatic,2.5,183728,12,18655
Hyundai,Elantra,2016.0,Sedan,2.0,Charcoal,10730.0,Unknown,4,others,1.6,30312,4,18503
Ford,Focus,2012.0,Hatchback,2.0,Jet Black,0.0,Gas,4,automatic,2,160000,8,10663
Honda,My Model Which Is Insight Is  Best,2013.0,Sedan,2.0,Unknown,447.0,Hybrid,4,automatic,0,44000,16,14113
Mercedesbenz,Sprinter Euro4,2007.0,Microbus,6.0,Emerald Green,1408.0,Diesel,4,manual,2.2 Turbo,215423,4,21953
Audi,A8,2006.0,Unknown,1.0,Jet Black,0.0,Gas,8,gear,0,205000,12,9000
Mercedesbenz,Gla 250,2012.0,Jeep,0.0,Pearl White,0.0,Gas,4,automatic,2,37786,0,18655
Toyota,Prius,2012.0,Sedan,5.0,Jet Black,0.0,Hybrid,4,automatic,1.8,139200,6,18189
Mercedesbenz,Unknown,2008.0,Sedan,3.0,Jet Black,0.0,Gas,8,automatic,5.5,250001,16,37633
Fiat,My Model Which Is 500 Is  Best,2012.0,Sedan,1.0,Jet Black,650.0,Gas,4,automatic,1.4,77600,12,18655
Unknown,Tucson,2012.0,Jeep,2.0,Jet Black,891.0,Diesel,4,automatic,2,88585,4,45542
Mercedesbenz,E 350,2012.0,Sedan,2.0,Unknown,1018.0,Unknown,4,automatic,3,273186,12,9879
Mercedesbenz,Unknown,2012.0,Jeep,1.0,Charcoal,0.0,Unknown,8,automatic,4.5,9600,12,25089
Mercedesbenz,Unknown,2010.0,Sedan,0.0,Jet Black,1399.0,Gas,6,automatic,0,229904,12,18655
Hyundai,Tucson,2012.0,Jeep,4.0,Metallic,707.0,Unknown,14,unknown,2,67630,4,14122
Lexus,Gx 470,2005.0,Jeep,2.0,Pearl White,0.0,Gas,8,automatic,4.7,243000,8,34497
Toyota,Rav 4,1917.0,Jeep,3.0,Sapphire Blue,1249.0,Gas,14,automatic,2.5,63618,12,18655
Ford,Escape,2012.0,Jeep,5.0,Unknown,1246.0,Hybrid,4,automatic,2.3,161000,4,10663
Hyundai,Sonata,2012.0,Sedan,2.0,Unknown,1017.0,Other,4,automatic,2,238025,4,16935
Chevrolet,My Model Which Is Volt Is  Best,2014.0,Hatchback,5.0,Unknown,259.0,Unknown,4,automatic,1.4,70400,8,26030
Lexus,My Model Which Is Rx 350 Is  Best,2011.0,Jeep,2.0,Jet Black,1172.0,Gas,12,automatic,0,900000,12,27911
Ford,Taurus,2012.0,Jeep,0.0,Pearl White,1823.0,Gas,6,automatic,3.5,12824,12,5331
Bmw,X5,2012.0,Jeep,1.0,Jet Black,0.0,Diesel,16,automatic,3.0 Turbo,235000,8,22894
Toyota,My Model Which Is Tacoma Is  Best,2020.0,Sedan,2.0,Jet Black,1817.0,Unknown,6,automatic,3.5,1669,12,31675
Mercedesbenz,E 350,2012.0,Sedan,0.0,Unknown,1053.0,Gas,6,gear,3.5,149486,12,18655
Hyundai,Sonata,2012.0,Sedan,4.0,Crimson,0.0,Hybrid,14,automatic,2.4,0,0,18655
Bmw,My Model Which Is X5 Is  Best,2011.0,Jeep,1.0,Jet Black,1018.0,Unknown,6,r,3.0 Turbo,145000,12,30420
Hyundai,My Model Which Is Sonata Is  Best,2014.0,Sedan,4.0,Metallic,0.0,Other,4,automatic,2,418369,4,11604
Bmw,330,2003.0,Sedan,6.0,Pearl White,0.0,Gas,6,gear,3,150300,0,14740
Unknown,Unknown,2003.0,Minivan,4.0,Sand,0.0,Other,4,automatic,2.4,226000,16,6272
Ford,Unknown,1999.0,Microbus,2.0,Pearl White,0.0,Diesel,4,others,2.5 Turbo,136000,16,14113
Toyota,My Model Which Is Aqua Is  Best,2012.0,Hatchback,0.0,Unknown,502.0,Gas,4,automatic,1.5,49000,4,19002
Toyota,Unknown,2012.0,Hatchback,1.0,Unknown,0.0,Hybrid,4,automatic,1.8,75621,11,20700
Kia,Optima,2017.0,Sedan,2.0,Pearl White,1202.0,Gas,4,automatic,2.4,30400,10,23521
Toyota,Rav 4,2001.0,Jeep,2.0,Metallic,0.0,Gas,4,r,2,91000,4,10820
Lexus,Ct 200H,2014.0,Hatchback,1.0,Crimson,308.0,Hybrid,4,automatic,1.8,132563,16,10349
Chevrolet,Orlando,2015.0,Jeep,3.0,Charcoal,629.0,Diesel,4,others,1.6,135039,4,23994
Ssangyong,Rexton,2012.0,Jeep,4.0,Unknown,8727.0,Diesel,14,automatic,2.7,56629,4,9252
Lexus,Gx 460,2010.0,Unknown,2.0,Unknown,1811.0,Gas,8,automatic,4.6,275240,0,15681
Hyundai,Unknown,2012.0,Sedan,0.0,Pearl White,0.0,Gas,6,automatic,3,122000,12,32302
Mercedesbenz,E 350,2010.0,Sedan,4.0,Jet Black,1399.0,Unknown,6,automatic,3.5,229904,12,18655
Ssangyong,Rexton,2012.0,Jeep,5.0,Unknown,9360.0,Diesel,14,unknown,2,114778,16,40340
Honda,Fit,2012.0,Hatchback,4.0,Pearl White,0.0,Gas,14,automatic,1.3,0,4,18655
Chevrolet,Suburban,2012.0,Sedan,5.0,Jet Black,2711.0,Unknown,8,automatic,5.3,19901,12,28225
Kia,Rio Lx,2014.0,Sedan,3.0,Jet Black,528.0,Gas,4,automatic,0,76800,4,14740
Ford,Transit,2003.0,Microbus,1.0,Jet Black,0.0,Diesel,4,manual,2.4 Turbo,13000,4,18655
Toyota,Unknown,2012.0,Sedan,3.0,Unknown,394.0,Hybrid,14,unknown,2.5,130478,12,18655
Bmw,My Model Which Is X5 Is  Best,1911.0,Jeep,4.0,Chocolate,1018.0,Diesel,6,automatic,3,213195,0,18655
Hyundai,Elantra,2012.0,Sedan,2.0,Unknown,687.0,Gas,4,automatic,1.6,159048,4,13771
Mercedesbenz,E 350,2011.0,Sedan,0.0,Pearl White,1172.0,Diesel,6,automatic,3.5,140944,12,5175
Chevrolet,Unknown,2012.0,Sedan,3.0,Unknown,0.0,Gas,14,automatic,1.4,95219,12,18655
Ford,Fusion,2012.0,Sedan,1.0,Unknown,333.0,Unknown,4,gear,2,165442,12,18655
Subaru,Forester,2003.0,Goods,6.0,Metallic,0.0,Natural Gas,4,automatic,2.0 Turbo,200000,0,5959
Chevrolet,Malibu,2012.0,Sedan,2.0,Metallic,0.0,Gas,4,gear,1.5 Turbo,96000,12,22580
Toyota,Prius,2012.0,Hatchback,2.0,Unknown,353.0,Hybrid,4,unknown,1.8,41157,12,18655
Mercedesbenz,My Model Which Is E 350 Is  Best,2013.0,Sedan,4.0,Charcoal,1055.0,Diesel,4,automatic,3.5,107800,12,5802
Toyota,Camry,2014.0,Sedan,1.0,Jet Black,394.0,Hybrid,4,others,2.5,398069,12,18655
Unknown,My Model Which Is E 350 Is  Best,2014.0,Sedan,5.0,Unknown,1053.0,Diesel,6,others,3.5,219030,12,29793
Nissan,Rogue,2012.0,Unknown,2.0,Unknown,934.0,Gas,4,automatic,0,81685,12,18655
Hyundai,Elantra,2011.0,Sedan,0.0,Charcoal,583.0,Unknown,4,r,0,163693,7,18531
Mercedesbenz,E 200,2012.0,Sedan,2.0,Sky Blue,0.0,Diesel,6,r,2.2,270000,8,19130
Audi,A6,2016.0,Sedan,3.0,Charcoal,9109.0,Gas,4,automatic,2,97826,0,18655
Chevrolet,Impala,2012.0,Sedan,0.0,Jet Black,0.0,Gas,4,r,2.5,120428,4,44752
Jeep,Grand Cherokee,2012.0,Jeep,6.0,Unknown,919.0,Diesel,4,automatic,3,160291,4,41977
Mercedesbenz,E 350,2016.0,Sedan,6.0,Charcoal,1493.0,Diesel,6,automatic,3.5,77205,12,18655
Daewoo,Lacetti,2009.0,Sedan,2.0,Metallic,922.0,Gas,4,automatic,1.9,44521,4,5604
Mercedesbenz,E 350,2013.0,Sedan,5.0,Charcoal,1055.0,Unknown,6,others,3.5,107800,12,18655
Toyota,Prius,2010.0,Sedan,0.0,Charcoal,761.0,Gas,4,automatic,1.8 Turbo,225600,8,14426
Hyundai,H1,3010.0,Universal,0.0,Charcoal,1024.0,Diesel,4,unknown,2.5,222784,4,18500
Hyundai,Tucson,2017.0,Unknown,2.0,Unknown,1017.0,Diesel,4,automatic,2,133808,4,39226
Renault,Scenic,2007.0,Minivan,5.0,Jet Black,988.0,Diesel,4,manual,1.5 Turbo,240000,6,11604
Toyota,My Model Which Is Aqua Is  Best,2012.0,Hatchback,0.0,Unknown,0.0,Gas,4,automatic,1.5,37000,6,10976
Hyundai,H1,2016.0,Minivan,3.0,Metallic,8909.0,Diesel,4,automatic,2.5,90132,4,36899
Hyundai,My Model Which Is Sonata Is  Best,1910.0,Sedan,1.0,Unknown,0.0,Gas,4,automatic,2,133392,4,16508
Hyundai,My Model Which Is Sonata Is  Best,2012.0,Unknown,2.0,Tangerine,765.0,Other,4,automatic,2,374013,4,9252
Ford,Transit,2999.0,Microbus,3.0,Unknown,0.0,Diesel,4,gear,2.5,270000,2,9408
Hyundai,Santa Fe,2012.0,Jeep,1.0,Unknown,1110.0,Diesel,4,automatic,2.2,21037,4,44846
Hyundai,Elantra,2012.0,Sedan,5.0,Jet Black,584.0,Gas,14,unknown,1.8,140082,12,18655
Ssangyong,Rexton,2012.0,Jeep,4.0,Pearl White,640.0,Unknown,4,automatic,2,152859,4,38251
Hyundai,Sonata,2012.0,Sedan,4.0,Unknown,0.0,Gas,4,r,2.4,106422,6,18655
Hyundai,Sonata,2012.0,Sedan,4.0,Tangerine,891.0,Other,4,unknown,2,410137,4,13172
Chevrolet,Cruze,2014.0,Unknown,5.0,Charcoal,584.0,Gas,14,others,1.8,59532,4,16766
Daihatsu,Terios,2012.0,Jeep,4.0,Emerald Green,0.0,Natural Gas,4,others,0,145000,2,7840
Hyundai,Tucson,2010.0,Jeep,1.0,Jet Black,836.0,Diesel,4,unknown,2,140123,4,15957
Hyundai,H1,2012.0,Unknown,8.0,Unknown,862.0,Diesel,4,r,2.5,237853,16,17054
Volkswagen,Jetta,2015.0,Sedan,1.0,Unknown,0.0,Gas,4,automatic,1.4 Turbo,50950,10,17876
Ssangyong,Rexton,2013.0,Jeep,3.0,Unknown,0.0,Diesel,4,others,2,94307,4,39750
Unknown,Juke,2011.0,Jeep,5.0,Jet Black,583.0,Gas,4,r,1.6 Turbo,124800,0,16935
Chevrolet,Volt,2014.0,Hatchback,2.0,Chocolate,259.0,Hybrid,4,others,1.4,131893,0,18655
Toyota,Highlander Sport,2012.0,Jeep,2.0,Unknown,11058.0,Gas,6,unknown,3.5,134114,10,37633
Hyundai,Tucson,2012.0,Jeep,0.0,Metallic,707.0,Diesel,4,automatic,2,106360,4,20237
Toyota,Camry,2012.0,Sedan,5.0,Sapphire Blue,0.0,Hybrid,4,automatic,2.5,156816,12,28225
Ford,Fusion,1916.0,Sedan,4.0,Jet Black,431.0,Hybrid,4,gear,2,194974,0,8781
Mercedesbenz,Cla 250,2015.0,Sedan,2.0,Unknown,765.0,Unknown,4,automatic,2,74939,12,18655
Unknown,Liberty,2012.0,Unknown,6.0,Metallic,0.0,Unknown,6,automatic,3.7,137582,6,11000
Hyundai,Sonata,2012.0,Sedan,2.0,Unknown,891.0,Other,4,automatic,2,284490,4,15681
Ssangyong,My Model Which Is Rexton Is  Best,2010.0,Jeep,1.0,Unknown,1099.0,Diesel,4,others,2.7,246600,4,15718
Unknown,550,2006.0,Sedan,2.0,Pearl White,0.0,Gas,8,others,4.8,111111,5,18817
Honda,Fit,2007.0,Sedan,2.0,Sapphire Blue,0.0,Gas,4,automatic,1.3,10000,4,18655
Hyundai,My Model Which Is Sonata Is  Best,2013.0,Sedan,3.0,Metallic,0.0,Hybrid,6,automatic,2.4,21920,11,20071
Mercedesbenz,A 160,2012.0,Sedan,2.0,Unknown,0.0,Unknown,4,automatic,1.6,0,4,5700
Toyota,Prius V,2012.0,Hatchback,2.0,Charcoal,586.0,Hybrid,4,automatic,1.8,14136,8,17876
Mazda,Cx9,2016.0,Sedan,2.0,Crimson,1091.0,Gas,4,others,2.5,154862,12,18655
Jeep,Compass,2012.0,Jeep,2.0,Crimson,0.0,Gas,4,automatic,2.4,167510,4,16358
Unknown,320,1999.0,Sedan,3.0,Unknown,0.0,Diesel,14,manual,2.0 Turbo,350000,4,7840
Honda,Unknown,2012.0,Hatchback,1.0,Crimson,9552.0,Hybrid,4,automatic,1.3,321269,0,18655
Audi,A4 Premium Plius,2111.0,Sedan,2.0,Unknown,10707.0,Unknown,4,automatic,2.0 Turbo,181155,8,19130
Toyota,Chr,2019.0,Jeep,2.0,Unknown,1077.0,Gas,4,automatic,2,78424,12,5488
Nissan,My Model Which Is Skyline Is  Best,2008.0,Sedan,3.0,Metallic,0.0,Gas,4,automatic,2.5,112000,12,10976
Toyota,Prius,2010.0,Hatchback,2.0,Metallic,0.0,Hybrid,4,others,1.8,120000,4,16621
Toyota,Bb,1906.0,Minivan,1.0,Unknown,0.0,Gas,14,automatic,1.5,200000,16,10192
Ford,My Model Which Is Escape 30 Is  Best,2010.0,Jeep,4.0,Unknown,0.0,Gas,16,unknown,3,166635,6,17249
Honda,Fit,2117.0,Hatchback,1.0,Unknown,784.0,Gas,4,automatic,1.5,30430,4,36721
Kia,Optima,2014.0,Sedan,0.0,Pearl White,638.0,Unknown,4,automatic,2,36545,4,16778
Toyota,Prius,2009.0,Hatchback,0.0,Jet Black,0.0,Hybrid,4,others,1.8,249600,6,14700
Toyota,Corolla,2012.0,Sedan,2.0,Unknown,0.0,Gas,4,automatic,1.6,139400,16,13485
Hyundai,Sonata,2016.0,Sedan,3.0,Unknown,891.0,Other,4,unknown,2,265917,4,15681
Hyundai,Unknown,3017.0,Sedan,5.0,Jet Black,1017.0,Gas,4,automatic,2,13148,4,42987
Honda,Insight,2012.0,Hatchback,3.0,Sapphire Blue,574.0,Hybrid,4,gear,1.3,187312,0,18655
Honda,Fred,1918.0,Minivan,1.0,Charcoal,2266.0,Unknown,4,automatic,1.5,19000,16,24000
Mitsubishi,Pajero,2093.0,Jeep,3.0,Charcoal,0.0,Natural Gas,16,manual,3,1111,0,7527
Honda,Fit,2012.0,Hatchback,0.0,Pearl White,0.0,Hybrid,4,automatic,1.3,112000,8,12231
Bmw,X5,2003.0,Jeep,1.0,Jet Black,0.0,Natural Gas,4,others,3,178942,8,13485
Hyundai,Elantra,2007.0,Sedan,2.0,Unknown,988.0,Diesel,14,others,1.5,53668,4,5927
Toyota,Prius,2011.0,Hatchback,4.0,Metallic,645.0,Gas,4,unknown,1.8,156000,0,16308
Hyundai,My Model Which Is Sonata Is  Best,2012.0,Sedan,8.0,Metallic,441.0,Hybrid,4,others,2.4,135730,0,18655
Ssangyong,Rexton,2012.0,Jeep,0.0,Metallic,642.0,Diesel,4,automatic,2,144464,4,25889
Lexus,Rx 450,2013.0,Jeep,1.0,Unknown,1055.0,Unknown,16,automatic,3.5,138038,12,18655
Kia,Optima,2012.0,Sedan,1.0,Jet Black,764.0,Diesel,4,others,1.7,30068,4,32772
Mercedesbenz,C 280,1997.0,Sedan,3.0,Jet Black,0.0,Gas,6,automatic,2.8,100000,10,5331
Mercedesbenz,My Model Which Is Ml 350 Is  Best,2015.0,Jeep,2.0,Charcoal,1273.0,Diesel,6,r,3.5,79080,12,22894
Hyundai,H1,2013.0,Universal,2.0,Metallic,779.0,Diesel,4,automatic,2.5,197441,4,23129
Opel,Astra,1995.0,Hatchback,3.0,Ruby Red,0.0,Gas,4,automatic,1.6,231000,2,18655
Dodge,Caliber,2012.0,Hatchback,1.0,Unknown,707.0,Gas,4,automatic,0,200000,10,10976
Mercedesbenz,Unknown,2012.0,Coupe,1.0,Metallic,11172.0,Diesel,4,automatic,0,170429,12,15994
Unknown,Elantra,2013.0,Unknown,6.0,Pearl White,585.0,Gas,4,automatic,1.8,1456394,8,16621
Chevrolet,Captiva,2012.0,Jeep,5.0,Metallic,9358.0,Diesel,4,automatic,2,138292,4,25299
Mercedesbenz,Ml 500,2004.0,Jeep,1.0,Jet Black,0.0,Other,8,automatic,5,299200,16,15681
Honda,Fit,2010.0,Hatchback,4.0,Pearl White,0.0,Hybrid,4,unknown,0,157000,7,11604
Chevrolet,Captiva,2007.0,Unknown,2.0,Metallic,8718.0,Diesel,4,unknown,2,60280,4,6241
Bmw,X5,2012.0,Unknown,2.0,Unknown,919.0,Diesel,4,unknown,3,296395,0,18655
Chevrolet,Spark,2012.0,Hatchback,2.0,Jet Black,363.0,Unknown,4,automatic,1,198000,4,8674
Jeep,Unknown,2014.0,Jeep,4.0,Pearl White,915.0,Diesel,4,r,3,242083,12,18655
Hyundai,Santa Fe,2012.0,Unknown,5.0,Pearl White,765.0,Diesel,4,automatic,2,153958,4,44247
Lexus,My Model Which Is Es 350 Is  Best,2010.0,Unknown,3.0,Jet Black,1399.0,Gas,6,automatic,3.5,187144,12,18655
Hyundai,Sonata,2012.0,Sedan,4.0,Metallic,10891.0,Other,4,others,2,219432,4,15681
Honda,Fit,2007.0,Hatchback,2.0,Jet Black,0.0,Gas,4,automatic,1.3,98000,4,18655
